0, 0, 13:45:20.459
1, 10, 13:45:20.733
2, 10, 13:45:20.734
3, 10, 13:45:20.735
4, 10, 13:45:20.737
5, 10, 13:45:20.739
6, 10, 13:45:20.739
7, 10, 13:45:20.740
8, 10, 13:45:20.740
9, 10, 13:45:20.741
10, 10, 13:45:20.741
11, 11, 13:45:20.778
12, 11, 13:45:20.779
13, 11, 13:45:20.779
14, 11, 13:45:20.780
15, 11, 13:45:20.780
16, 11, 13:45:20.780
17, 11, 13:45:20.781
18, 11, 13:45:20.781
19, 11, 13:45:20.781
20, 11, 13:45:20.782
21, 12, 13:45:20.799
22, 12, 13:45:20.816
23, 12, 13:45:20.816
24, 12, 13:45:20.817
25, 12, 13:45:20.817
26, 12, 13:45:20.817
27, 12, 13:45:20.818
28, 12, 13:45:20.820
29, 12, 13:45:20.822
30, 12, 13:45:20.822
31, 13, 13:45:20.833
32, 13, 13:45:20.833
33, 13, 13:45:20.838
34, 13, 13:45:20.839
35, 13, 13:45:20.839
36, 13, 13:45:20.839
37, 13, 13:45:20.840
38, 13, 13:45:20.840
39, 13, 13:45:20.840
40, 13, 13:45:20.841
41, 14, 13:45:21.095
42, 14, 13:45:21.112
43, 14, 13:45:21.113
44, 14, 13:45:21.113
45, 14, 13:45:21.114
46, 14, 13:45:21.114
47, 14, 13:45:21.115
48, 14, 13:45:21.115
49, 14, 13:45:21.116
50, 14, 13:45:21.116
51, 15, 13:45:21.232
52, 15, 13:45:21.232
53, 15, 13:45:21.232
54, 15, 13:45:21.233
55, 15, 13:45:21.233
56, 15, 13:45:21.233
57, 15, 13:45:21.234
58, 15, 13:45:21.234
59, 15, 13:45:21.236
60, 15, 13:45:21.237
61, 16, 13:45:21.270
62, 16, 13:45:21.270
63, 16, 13:45:21.271
64, 16, 13:45:21.271
65, 16, 13:45:21.271
66, 16, 13:45:21.271
67, 16, 13:45:21.272
68, 16, 13:45:21.272
69, 16, 13:45:21.272
70, 16, 13:45:21.273
71, 17, 13:45:21.323
72, 17, 13:45:21.323
73, 17, 13:45:21.324
74, 17, 13:45:21.324
75, 17, 13:45:21.324
76, 17, 13:45:21.331
77, 18, 13:45:21.340
78, 18, 13:45:21.340
79, 18, 13:45:21.340
80, 18, 13:45:21.340
81, 18, 13:45:21.341
82, 18, 13:45:21.341
83, 18, 13:45:21.341
84, 18, 13:45:21.341
85, 18, 13:45:21.342
86, 18, 13:45:21.342
87, 17, 13:45:21.347
88, 17, 13:45:21.347
89, 17, 13:45:21.348
90, 17, 13:45:21.348
91, 19, 13:45:21.353
92, 19, 13:45:21.354
93, 19, 13:45:21.354
94, 19, 13:45:21.354
95, 19, 13:45:21.355
96, 19, 13:45:21.355
97, 19, 13:45:21.355
98, 19, 13:45:21.355
99, 19, 13:45:21.356
100, 19, 13:45:21.356
